review_id,review,sentiment,label,category
301,"My experience with the wireless headphones is that it is easy to use. In particular, the design is comfortable.",positive,2,wireless headphones
302,"The smartphone looks great and feels solid, and the delivery was fast.",positive,2,smartphone
303,The laptop feels poorly made. One thing I noticed is that the packaging arrived damaged.,negative,0,laptop
304,"After using this Bluetooth speaker for a while, I found that it has made my daily routine much easier. Also, the controls are intuitive.",positive,2,Bluetooth speaker
305,I bought the laptop recently. It is okay overall; the setup took some time.,neutral,1,laptop
306,"For a wireless headphones, it is surprisingly durable. However, the customer support was helpful.",positive,2,wireless headphones
307,"For a smartphone, it feels well made. However, the sound is clear.",positive,2,smartphone
308,"The wireless headphones performs worse than advertised, and the controls frequently stop responding.",negative,0,wireless headphones
309,I bought the wireless headphones recently. It performs worse than advertised; the packaging arrived damaged.,negative,0,wireless headphones
310,"For a wireless headphones, it has excellent quality. However, the delivery was fast.",positive,2,wireless headphones
311,I bought the laptop recently. It does not work properly; the setup was confusing.,negative,0,laptop
312,"The wireless headphones does not work properly, and the performance is slow.",negative,0,wireless headphones
313,"My experience with the wireless headphones is that it is usable but not outstanding. In particular, the design is fairly basic.",neutral,1,wireless headphones
314,"For a Bluetooth speaker, it performs really well. However, the sound is clear.",positive,2,Bluetooth speaker
315,The laptop I would not recommend it. One thing I noticed is that customer support was unhelpful.,negative,0,laptop
316,"For a wireless headphones, it does what it is supposed to do. However, the battery life is average.",neutral,1,wireless headphones
317,"After using this Bluetooth speaker for a while, I found that it has not impressed me much. Also, the controls take some getting used to.",neutral,1,Bluetooth speaker
318,"For a laptop, it is worth the money. However, the sound is clear.",positive,2,laptop
319,I bought the laptop recently. It is usable but not outstanding; the delivery arrived on time.,neutral,1,laptop
320,"After using this Bluetooth speaker for a while, I found that it is surprisingly durable. Also, the battery lasts all day.",positive,2,Bluetooth speaker
321,The Bluetooth speaker is acceptable for the price. One thing I noticed is that the design is fairly basic.,neutral,1,Bluetooth speaker
322,The laptop has excellent quality. One thing I noticed is that the design is comfortable.,positive,2,laptop
323,I bought the smartphone recently. It is acceptable for the price; the packaging was ordinary.,neutral,1,smartphone
324,I bought the smartphone recently. It is usable but not outstanding; the support response was acceptable.,neutral,1,smartphone
325,I bought the Bluetooth speaker recently. It has excellent quality; the features are useful.,positive,2,Bluetooth speaker
326,"For a smartphone, it is neither particularly good nor bad. However, the controls take some getting used to.",neutral,1,smartphone
327,"The Bluetooth speaker has both good and average features, and the battery life is average.",neutral,1,Bluetooth speaker
328,"My experience with the laptop is that it has poor overall quality. In particular, the design is uncomfortable.",negative,0,laptop
329,"For a smartphone, it performs really well. However, the delivery was fast.",positive,2,smartphone
330,"My experience with the laptop is that it stopped working sooner than expected. In particular, the packaging arrived damaged.",negative,0,laptop
331,The wireless headphones works reasonably well. One thing I noticed is that the delivery arrived on time.,neutral,1,wireless headphones
332,"After using this wireless headphones for a while, I found that it has been very disappointing. Also, the performance is slow.",negative,0,wireless headphones
333,"The wireless headphones has been very disappointing, and the controls frequently stop responding.",negative,0,wireless headphones
334,The Bluetooth speaker does not work properly. One thing I noticed is that the setup was confusing.,negative,0,Bluetooth speaker
335,"After using this laptop for a while, I found that it has made my daily routine much easier. Also, the battery lasts all day.",positive,2,laptop
336,"My experience with the wireless headphones is that it has not impressed me much. In particular, the setup took some time.",neutral,1,wireless headphones
337,"My experience with the Bluetooth speaker is that it is acceptable for the price. In particular, the setup took some time.",neutral,1,Bluetooth speaker
338,The laptop does not work properly. One thing I noticed is that the delivery was late.,negative,0,laptop
339,"My experience with the laptop is that it looks great and feels solid. In particular, the design is comfortable.",positive,2,laptop
340,"My experience with the wireless headphones is that it feels poorly made. In particular, the packaging arrived damaged.",negative,0,wireless headphones
341,"My experience with the Bluetooth speaker is that it is surprisingly durable. In particular, the packaging was secure.",positive,2,Bluetooth speaker
342,I bought the Bluetooth speaker recently. It performs worse than advertised; the setup was confusing.,negative,0,Bluetooth speaker
343,"For a wireless headphones, it feels well made. However, the controls are intuitive.",positive,2,wireless headphones
344,"After using this Bluetooth speaker for a while, I found that it meets my basic expectations. Also, the battery life is average.",neutral,1,Bluetooth speaker
345,"The laptop is acceptable for the price, and the features are useful but limited.",neutral,1,laptop
346,The wireless headphones has not impressed me much. One thing I noticed is that the design is fairly basic.,neutral,1,wireless headphones
347,"After using this Bluetooth speaker for a while, I found that it has both good and average features. Also, the features are useful but limited.",neutral,1,Bluetooth speaker
348,"My experience with the smartphone is that it has both good and average features. In particular, the delivery arrived on time.",neutral,1,smartphone
349,"My experience with the laptop is that it is easy to use. In particular, the features are useful.",positive,2,laptop
350,"After using this Bluetooth speaker for a while, I found that it I would not recommend it. Also, the advertised features do not work.",negative,0,Bluetooth speaker
351,"For a laptop, it has caused me several problems. However, the controls frequently stop responding.",negative,0,laptop
352,"My experience with the laptop is that it I would not recommend it. In particular, the setup was confusing.",negative,0,laptop
353,I bought the wireless headphones recently. It feels poorly made; the delivery was late.,negative,0,wireless headphones
354,"The Bluetooth speaker stopped working sooner than expected, and the controls frequently stop responding.",negative,0,Bluetooth speaker
355,"For a smartphone, it meets my basic expectations. However, the sound quality is decent.",neutral,1,smartphone
356,The wireless headphones is not worth the money. One thing I noticed is that the packaging arrived damaged.,negative,0,wireless headphones
357,"The Bluetooth speaker does not work properly, and the advertised features do not work.",negative,0,Bluetooth speaker
358,"For a smartphone, it has been very disappointing. However, the controls frequently stop responding.",negative,0,smartphone
359,"After using this Bluetooth speaker for a while, I found that it is usable but not outstanding. Also, the features are useful but limited.",neutral,1,Bluetooth speaker
360,I bought the wireless headphones recently. It has caused me several problems; the delivery was late.,negative,0,wireless headphones
361,"After using this smartphone for a while, I found that it is acceptable for the price. Also, the performance is adequate.",neutral,1,smartphone
362,"My experience with the laptop is that it does not work properly. In particular, the design is uncomfortable.",negative,0,laptop
363,"The smartphone feels poorly made, and the battery drains very quickly.",negative,0,smartphone
364,"My experience with the smartphone is that it has excellent quality. In particular, the packaging was secure.",positive,2,smartphone
365,"My experience with the laptop is that it performs really well. In particular, the packaging was secure.",positive,2,laptop
366,The Bluetooth speaker has excellent quality. One thing I noticed is that the packaging was secure.,positive,2,Bluetooth speaker
367,"The wireless headphones has poor overall quality, and the performance is slow.",negative,0,wireless headphones
368,"My experience with the smartphone is that it is easy to use. In particular, the packaging was secure.",positive,2,smartphone
369,"For a Bluetooth speaker, it is fine for basic use. However, the controls take some getting used to.",neutral,1,Bluetooth speaker
370,"My experience with the Bluetooth speaker is that it does what it is supposed to do. In particular, the delivery arrived on time.",neutral,1,Bluetooth speaker
371,I bought the smartphone recently. It has not impressed me much; the packaging was ordinary.,neutral,1,smartphone
372,The laptop looks great and feels solid. One thing I noticed is that the setup was quick.,positive,2,laptop
373,The laptop is easy to use. One thing I noticed is that the design is comfortable.,positive,2,laptop
374,"After using this smartphone for a while, I found that it has not impressed me much. Also, the performance is adequate.",neutral,1,smartphone
375,The smartphone is neither particularly good nor bad. One thing I noticed is that the setup took some time.,neutral,1,smartphone
376,"The wireless headphones is acceptable for the price, and the sound quality is decent.",neutral,1,wireless headphones
377,"My experience with the laptop is that it has excellent quality. In particular, the performance is smooth.",positive,2,laptop
378,I bought the Bluetooth speaker recently. It feels poorly made; the delivery was late.,negative,0,Bluetooth speaker
379,"My experience with the smartphone is that it feels well made. In particular, the performance is smooth.",positive,2,smartphone
380,"For a Bluetooth speaker, it does not work properly. However, the controls frequently stop responding.",negative,0,Bluetooth speaker
381,"My experience with the wireless headphones is that it works exactly as expected. In particular, the performance is smooth.",positive,2,wireless headphones
382,"After using this Bluetooth speaker for a while, I found that it performs really well. Also, the controls are intuitive.",positive,2,Bluetooth speaker
383,"After using this smartphone for a while, I found that it is acceptable for the price. Also, the features are useful but limited.",neutral,1,smartphone
384,"The wireless headphones has been reliable so far, and the delivery was fast.",positive,2,wireless headphones
385,"After using this Bluetooth speaker for a while, I found that it does what it is supposed to do. Also, the sound quality is decent.",neutral,1,Bluetooth speaker
386,"For a smartphone, it works exactly as expected. However, the battery lasts all day.",positive,2,smartphone
387,"The wireless headphones performs worse than advertised, and the battery drains very quickly.",negative,0,wireless headphones
388,"For a Bluetooth speaker, it is acceptable for the price. However, the performance is adequate.",neutral,1,Bluetooth speaker
389,"After using this wireless headphones for a while, I found that it I would not recommend it. Also, the performance is slow.",negative,0,wireless headphones
390,"My experience with the wireless headphones is that it is surprisingly durable. In particular, the packaging was secure.",positive,2,wireless headphones
391,"After using this laptop for a while, I found that it does what it is supposed to do. Also, the features are useful but limited.",neutral,1,laptop
392,"My experience with the Bluetooth speaker is that it has caused me several problems. In particular, the setup was confusing.",negative,0,Bluetooth speaker
393,"The smartphone has been reliable so far, and the controls are intuitive.",positive,2,smartphone
394,"For a laptop, it was a frustrating purchase. However, the battery drains very quickly.",negative,0,laptop
395,"After using this wireless headphones for a while, I found that it is acceptable for the price. Also, the battery life is average.",neutral,1,wireless headphones
396,"After using this Bluetooth speaker for a while, I found that it has excellent quality. Also, the sound is clear.",positive,2,Bluetooth speaker
397,The Bluetooth speaker has caused me several problems. One thing I noticed is that customer support was unhelpful.,negative,0,Bluetooth speaker
398,"For a wireless headphones, it is acceptable for the price. However, the performance is adequate.",neutral,1,wireless headphones
399,"After using this laptop for a while, I found that it is okay overall. Also, the features are useful but limited.",neutral,1,laptop
400,"The smartphone is acceptable for the price, and the controls take some getting used to.",neutral,1,smartphone
401,The wireless headphones is okay overall. One thing I noticed is that the packaging was ordinary.,neutral,1,wireless headphones
402,"The laptop has made my daily routine much easier, and the sound is clear.",positive,2,laptop
403,"After using this smartphone for a while, I found that it was a frustrating purchase. Also, the performance is slow.",negative,0,smartphone
404,"My experience with the laptop is that it has made my daily routine much easier. In particular, the setup was quick.",positive,2,laptop
405,"After using this wireless headphones for a while, I found that it has both good and average features. Also, the performance is adequate.",neutral,1,wireless headphones
406,"After using this smartphone for a while, I found that it does not work properly. Also, the battery drains very quickly.",negative,0,smartphone
407,"For a Bluetooth speaker, it has poor overall quality. However, the battery drains very quickly.",negative,0,Bluetooth speaker
408,The laptop stopped working sooner than expected. One thing I noticed is that customer support was unhelpful.,negative,0,laptop
409,"After using this Bluetooth speaker for a while, I found that it works reasonably well. Also, the features are useful but limited.",neutral,1,Bluetooth speaker
410,I bought the laptop recently. It is acceptable for the price; the support response was acceptable.,neutral,1,laptop
411,I bought the smartphone recently. It is usable but not outstanding; the design is fairly basic.,neutral,1,smartphone
412,I bought the wireless headphones recently. It meets my basic expectations; the delivery arrived on time.,neutral,1,wireless headphones
413,"The Bluetooth speaker works reasonably well, and the battery life is average.",neutral,1,Bluetooth speaker
414,"My experience with the laptop is that it performs worse than advertised. In particular, the setup was confusing.",negative,0,laptop
415,I bought the wireless headphones recently. It is okay overall; the support response was acceptable.,neutral,1,wireless headphones
416,"My experience with the laptop is that it is fine for basic use. In particular, the support response was acceptable.",neutral,1,laptop
417,"My experience with the Bluetooth speaker is that it stopped working sooner than expected. In particular, customer support was unhelpful.",negative,0,Bluetooth speaker
418,"For a laptop, it is neither particularly good nor bad. However, the features are useful but limited.",neutral,1,laptop
419,I bought the smartphone recently. It has not impressed me much; the setup took some time.,neutral,1,smartphone
420,"For a wireless headphones, it has not impressed me much. However, the features are useful but limited.",neutral,1,wireless headphones
421,"My experience with the smartphone is that it was a frustrating purchase. In particular, the design is uncomfortable.",negative,0,smartphone
422,The smartphone stopped working sooner than expected. One thing I noticed is that the packaging arrived damaged.,negative,0,smartphone
423,"The Bluetooth speaker performs really well, and the battery lasts all day.",positive,2,Bluetooth speaker
424,"The Bluetooth speaker works reasonably well, and the controls take some getting used to.",neutral,1,Bluetooth speaker
425,I bought the smartphone recently. It meets my basic expectations; the setup took some time.,neutral,1,smartphone
426,"After using this wireless headphones for a while, I found that it was a frustrating purchase. Also, the battery drains very quickly.",negative,0,wireless headphones
427,"After using this Bluetooth speaker for a while, I found that it is neither particularly good nor bad. Also, the features are useful but limited.",neutral,1,Bluetooth speaker
428,"My experience with the wireless headphones is that it performs really well. In particular, the features are useful.",positive,2,wireless headphones
429,I bought the Bluetooth speaker recently. It is neither particularly good nor bad; the setup took some time.,neutral,1,Bluetooth speaker
430,The wireless headphones feels poorly made. One thing I noticed is that customer support was unhelpful.,negative,0,wireless headphones
431,"My experience with the smartphone is that it is fine for basic use. In particular, the setup took some time.",neutral,1,smartphone
432,"My experience with the smartphone is that it performs worse than advertised. In particular, the delivery was late.",negative,0,smartphone
433,"After using this laptop for a while, I found that it is not worth the money. Also, the advertised features do not work.",negative,0,laptop
434,I bought the Bluetooth speaker recently. It has been very disappointing; the packaging arrived damaged.,negative,0,Bluetooth speaker
435,The wireless headphones is fine for basic use. One thing I noticed is that the packaging was ordinary.,neutral,1,wireless headphones
436,"For a Bluetooth speaker, it is not worth the money. However, the controls frequently stop responding.",negative,0,Bluetooth speaker
437,"For a Bluetooth speaker, it stopped working sooner than expected. However, the sound is distorted.",negative,0,Bluetooth speaker
438,"My experience with the laptop is that it was a frustrating purchase. In particular, the delivery was late.",negative,0,laptop
439,The smartphone is easy to use. One thing I noticed is that the features are useful.,positive,2,smartphone
440,I bought the wireless headphones recently. It I would not recommend it; the packaging arrived damaged.,negative,0,wireless headphones
441,I bought the wireless headphones recently. It is neither particularly good nor bad; the packaging was ordinary.,neutral,1,wireless headphones
442,"After using this laptop for a while, I found that it has been reliable so far. Also, the delivery was fast.",positive,2,laptop
443,"For a smartphone, it has excellent quality. However, the controls are intuitive.",positive,2,smartphone
444,I bought the Bluetooth speaker recently. It has not impressed me much; the delivery arrived on time.,neutral,1,Bluetooth speaker
445,"The smartphone is easy to use, and the sound is clear.",positive,2,smartphone
446,"My experience with the laptop is that it does what it is supposed to do. In particular, the design is fairly basic.",neutral,1,laptop
447,I bought the wireless headphones recently. It works exactly as expected; the setup was quick.,positive,2,wireless headphones
448,"My experience with the Bluetooth speaker is that it has not impressed me much. In particular, the packaging was ordinary.",neutral,1,Bluetooth speaker
449,"The laptop meets my basic expectations, and the features are useful but limited.",neutral,1,laptop
450,The wireless headphones performs worse than advertised. One thing I noticed is that the delivery was late.,negative,0,wireless headphones
451,"My experience with the Bluetooth speaker is that it is usable but not outstanding. In particular, the design is fairly basic.",neutral,1,Bluetooth speaker
452,I bought the Bluetooth speaker recently. It is fine for basic use; the design is fairly basic.,neutral,1,Bluetooth speaker
453,The smartphone is neither particularly good nor bad. One thing I noticed is that the packaging was ordinary.,neutral,1,smartphone
454,I bought the laptop recently. It looks great and feels solid; the performance is smooth.,positive,2,laptop
455,"For a laptop, it has made my daily routine much easier. However, the customer support was helpful.",positive,2,laptop
456,"After using this Bluetooth speaker for a while, I found that it has been very disappointing. Also, the performance is slow.",negative,0,Bluetooth speaker
457,"After using this laptop for a while, I found that it has caused me several problems. Also, the sound is distorted.",negative,0,laptop
458,"After using this smartphone for a while, I found that it is surprisingly durable. Also, the customer support was helpful.",positive,2,smartphone
459,I bought the laptop recently. It feels well made; the performance is smooth.,positive,2,laptop
460,"The Bluetooth speaker does not work properly, and the performance is slow.",negative,0,Bluetooth speaker
461,"My experience with the smartphone is that it is acceptable for the price. In particular, the support response was acceptable.",neutral,1,smartphone
462,The laptop feels poorly made. One thing I noticed is that the setup was confusing.,negative,0,laptop
463,"For a Bluetooth speaker, it was a frustrating purchase. However, the advertised features do not work.",negative,0,Bluetooth speaker
464,I bought the laptop recently. It stopped working sooner than expected; the delivery was late.,negative,0,laptop
465,"My experience with the wireless headphones is that it works exactly as expected. In particular, the features are useful.",positive,2,wireless headphones
466,"For a wireless headphones, it meets my basic expectations. However, the performance is adequate.",neutral,1,wireless headphones
467,"The Bluetooth speaker does what it is supposed to do, and the performance is adequate.",neutral,1,Bluetooth speaker
468,The Bluetooth speaker has been very disappointing. One thing I noticed is that the delivery was late.,negative,0,Bluetooth speaker
469,"For a Bluetooth speaker, it has excellent quality. However, the battery lasts all day.",positive,2,Bluetooth speaker
470,I bought the laptop recently. It looks great and feels solid; the features are useful.,positive,2,laptop
471,The Bluetooth speaker is okay overall. One thing I noticed is that the setup took some time.,neutral,1,Bluetooth speaker
472,"After using this smartphone for a while, I found that it has excellent quality. Also, the delivery was fast.",positive,2,smartphone
473,"After using this Bluetooth speaker for a while, I found that it has been reliable so far. Also, the customer support was helpful.",positive,2,Bluetooth speaker
474,"My experience with the laptop is that it is not worth the money. In particular, customer support was unhelpful.",negative,0,laptop
475,The Bluetooth speaker has not impressed me much. One thing I noticed is that the support response was acceptable.,neutral,1,Bluetooth speaker
476,"After using this smartphone for a while, I found that it is usable but not outstanding. Also, the sound quality is decent.",neutral,1,smartphone
477,The wireless headphones has poor overall quality. One thing I noticed is that the setup was confusing.,negative,0,wireless headphones
478,"For a wireless headphones, it I would not recommend it. However, the sound is distorted.",negative,0,wireless headphones
479,I bought the smartphone recently. It is fine for basic use; the delivery arrived on time.,neutral,1,smartphone
480,"My experience with the wireless headphones is that it stopped working sooner than expected. In particular, the design is uncomfortable.",negative,0,wireless headphones
481,I bought the wireless headphones recently. It performs really well; the setup was quick.,positive,2,wireless headphones
482,"For a smartphone, it is okay overall. However, the features are useful but limited.",neutral,1,smartphone
483,"The wireless headphones is fine for basic use, and the features are useful but limited.",neutral,1,wireless headphones
484,"My experience with the wireless headphones is that it is fine for basic use. In particular, the delivery arrived on time.",neutral,1,wireless headphones
485,I bought the laptop recently. It has caused me several problems; customer support was unhelpful.,negative,0,laptop
486,"The laptop has been very disappointing, and the sound is distorted.",negative,0,laptop
487,"For a smartphone, it is okay overall. However, the performance is adequate.",neutral,1,smartphone
488,The wireless headphones feels well made. One thing I noticed is that the performance is smooth.,positive,2,wireless headphones
489,The smartphone meets my basic expectations. One thing I noticed is that the delivery arrived on time.,neutral,1,smartphone
490,The Bluetooth speaker performs worse than advertised. One thing I noticed is that the delivery was late.,negative,0,Bluetooth speaker
491,The wireless headphones has excellent quality. One thing I noticed is that the setup was quick.,positive,2,wireless headphones
492,The wireless headphones has poor overall quality. One thing I noticed is that the packaging arrived damaged.,negative,0,wireless headphones
493,"The wireless headphones was a frustrating purchase, and the sound is distorted.",negative,0,wireless headphones
494,"The smartphone has both good and average features, and the features are useful but limited.",neutral,1,smartphone
495,"For a wireless headphones, it was a frustrating purchase. However, the performance is slow.",negative,0,wireless headphones
496,"My experience with the wireless headphones is that it has not impressed me much. In particular, the packaging was ordinary.",neutral,1,wireless headphones
497,I bought the Bluetooth speaker recently. It has been reliable so far; the packaging was secure.,positive,2,Bluetooth speaker
498,"For a laptop, it does what it is supposed to do. However, the sound quality is decent.",neutral,1,laptop
499,I bought the Bluetooth speaker recently. It looks great and feels solid; the design is comfortable.,positive,2,Bluetooth speaker
500,The laptop is worth the money. One thing I noticed is that the design is comfortable.,positive,2,laptop
501,"The Bluetooth speaker has both good and average features, and the controls take some getting used to.",neutral,1,Bluetooth speaker
502,"The wireless headphones has both good and average features, and the controls take some getting used to.",neutral,1,wireless headphones
503,"For a smartphone, it has not impressed me much. However, the sound quality is decent.",neutral,1,smartphone
504,"My experience with the laptop is that it is worth the money. In particular, the features are useful.",positive,2,laptop
505,"My experience with the laptop is that it performs really well. In particular, the setup was quick.",positive,2,laptop
506,"After using this Bluetooth speaker for a while, I found that it has caused me several problems. Also, the battery drains very quickly.",negative,0,Bluetooth speaker
507,"For a smartphone, it I would not recommend it. However, the controls frequently stop responding.",negative,0,smartphone
508,"For a wireless headphones, it is neither particularly good nor bad. However, the sound quality is decent.",neutral,1,wireless headphones
509,"After using this smartphone for a while, I found that it meets my basic expectations. Also, the features are useful but limited.",neutral,1,smartphone
510,The wireless headphones has been very disappointing. One thing I noticed is that the delivery was late.,negative,0,wireless headphones
511,"For a Bluetooth speaker, it does not work properly. However, the battery drains very quickly.",negative,0,Bluetooth speaker
512,"My experience with the laptop is that it is neither particularly good nor bad. In particular, the setup took some time.",neutral,1,laptop
513,"For a wireless headphones, it works reasonably well. However, the sound quality is decent.",neutral,1,wireless headphones
514,The Bluetooth speaker has made my daily routine much easier. One thing I noticed is that the design is comfortable.,positive,2,Bluetooth speaker
515,"My experience with the laptop is that it is easy to use. In particular, the performance is smooth.",positive,2,laptop
516,The laptop is surprisingly durable. One thing I noticed is that the packaging was secure.,positive,2,laptop
517,"After using this smartphone for a while, I found that it has been very disappointing. Also, the sound is distorted.",negative,0,smartphone
518,"For a smartphone, it has both good and average features. However, the controls take some getting used to.",neutral,1,smartphone
519,I bought the laptop recently. It works reasonably well; the delivery arrived on time.,neutral,1,laptop
520,"After using this wireless headphones for a while, I found that it performs worse than advertised. Also, the performance is slow.",negative,0,wireless headphones
521,The laptop was a frustrating purchase. One thing I noticed is that the setup was confusing.,negative,0,laptop
522,"My experience with the laptop is that it is surprisingly durable. In particular, the design is comfortable.",positive,2,laptop
523,"For a laptop, it stopped working sooner than expected. However, the advertised features do not work.",negative,0,laptop
524,I bought the laptop recently. It feels poorly made; the design is uncomfortable.,negative,0,laptop
525,I bought the smartphone recently. It is not worth the money; the delivery was late.,negative,0,smartphone
526,"The Bluetooth speaker has excellent quality, and the customer support was helpful.",positive,2,Bluetooth speaker
527,I bought the Bluetooth speaker recently. It has poor overall quality; the design is uncomfortable.,negative,0,Bluetooth speaker
528,"For a smartphone, it does not work properly. However, the advertised features do not work.",negative,0,smartphone
529,"After using this wireless headphones for a while, I found that it works exactly as expected. Also, the controls are intuitive.",positive,2,wireless headphones
530,"For a laptop, it has caused me several problems. However, the battery drains very quickly.",negative,0,laptop
531,"After using this Bluetooth speaker for a while, I found that it is surprisingly durable. Also, the delivery was fast.",positive,2,Bluetooth speaker
532,"My experience with the wireless headphones is that it has been very disappointing. In particular, customer support was unhelpful.",negative,0,wireless headphones
533,I bought the wireless headphones recently. It is fine for basic use; the support response was acceptable.,neutral,1,wireless headphones
534,I bought the wireless headphones recently. It is worth the money; the performance is smooth.,positive,2,wireless headphones
535,The Bluetooth speaker was a frustrating purchase. One thing I noticed is that customer support was unhelpful.,negative,0,Bluetooth speaker
536,"My experience with the smartphone is that it performs really well. In particular, the design is comfortable.",positive,2,smartphone
537,"The wireless headphones is neither particularly good nor bad, and the battery life is average.",neutral,1,wireless headphones
538,"For a Bluetooth speaker, it is easy to use. However, the delivery was fast.",positive,2,Bluetooth speaker
539,"The smartphone is not worth the money, and the sound is distorted.",negative,0,smartphone
540,The smartphone works reasonably well. One thing I noticed is that the setup took some time.,neutral,1,smartphone
541,I bought the Bluetooth speaker recently. It works exactly as expected; the packaging was secure.,positive,2,Bluetooth speaker
542,I bought the smartphone recently. It has both good and average features; the support response was acceptable.,neutral,1,smartphone
543,"My experience with the smartphone is that it has poor overall quality. In particular, the packaging arrived damaged.",negative,0,smartphone
544,"For a Bluetooth speaker, it is surprisingly durable. However, the customer support was helpful.",positive,2,Bluetooth speaker
545,"For a laptop, it is surprisingly durable. However, the battery lasts all day.",positive,2,laptop
546,"My experience with the smartphone is that it meets my basic expectations. In particular, the design is fairly basic.",neutral,1,smartphone
547,"For a Bluetooth speaker, it has made my daily routine much easier. However, the sound is clear.",positive,2,Bluetooth speaker
548,I bought the wireless headphones recently. It has been very disappointing; the packaging arrived damaged.,negative,0,wireless headphones
549,The smartphone is okay overall. One thing I noticed is that the design is fairly basic.,neutral,1,smartphone
550,"The wireless headphones is easy to use, and the controls are intuitive.",positive,2,wireless headphones
551,"My experience with the Bluetooth speaker is that it has caused me several problems. In particular, the packaging arrived damaged.",negative,0,Bluetooth speaker
552,The Bluetooth speaker feels poorly made. One thing I noticed is that customer support was unhelpful.,negative,0,Bluetooth speaker
553,"For a Bluetooth speaker, it works reasonably well. However, the sound quality is decent.",neutral,1,Bluetooth speaker
554,The wireless headphones feels well made. One thing I noticed is that the features are useful.,positive,2,wireless headphones
555,"The laptop has caused me several problems, and the advertised features do not work.",negative,0,laptop
556,"The wireless headphones has made my daily routine much easier, and the battery lasts all day.",positive,2,wireless headphones
557,"My experience with the wireless headphones is that it has been reliable so far. In particular, the performance is smooth.",positive,2,wireless headphones
558,"My experience with the Bluetooth speaker is that it looks great and feels solid. In particular, the packaging was secure.",positive,2,Bluetooth speaker
559,"After using this smartphone for a while, I found that it works exactly as expected. Also, the sound is clear.",positive,2,smartphone
560,The smartphone is acceptable for the price. One thing I noticed is that the delivery arrived on time.,neutral,1,smartphone
561,I bought the wireless headphones recently. It has excellent quality; the performance is smooth.,positive,2,wireless headphones
562,I bought the Bluetooth speaker recently. It has both good and average features; the setup took some time.,neutral,1,Bluetooth speaker
563,"My experience with the laptop is that it has been reliable so far. In particular, the setup was quick.",positive,2,laptop
564,"For a Bluetooth speaker, it is easy to use. However, the battery lasts all day.",positive,2,Bluetooth speaker
565,"For a wireless headphones, it is fine for basic use. However, the battery life is average.",neutral,1,wireless headphones
566,The smartphone has both good and average features. One thing I noticed is that the setup took some time.,neutral,1,smartphone
567,"My experience with the smartphone is that it is surprisingly durable. In particular, the features are useful.",positive,2,smartphone
568,"The laptop feels poorly made, and the advertised features do not work.",negative,0,laptop
569,"The laptop is easy to use, and the battery lasts all day.",positive,2,laptop
570,"After using this laptop for a while, I found that it does not work properly. Also, the performance is slow.",negative,0,laptop
571,I bought the wireless headphones recently. It has poor overall quality; customer support was unhelpful.,negative,0,wireless headphones
572,"For a smartphone, it is not worth the money. However, the advertised features do not work.",negative,0,smartphone
573,The smartphone is usable but not outstanding. One thing I noticed is that the setup took some time.,neutral,1,smartphone
574,I bought the Bluetooth speaker recently. It works reasonably well; the packaging was ordinary.,neutral,1,Bluetooth speaker
575,"My experience with the smartphone is that it meets my basic expectations. In particular, the support response was acceptable.",neutral,1,smartphone
576,I bought the smartphone recently. It stopped working sooner than expected; the design is uncomfortable.,negative,0,smartphone
577,"My experience with the Bluetooth speaker is that it meets my basic expectations. In particular, the setup took some time.",neutral,1,Bluetooth speaker
578,"After using this wireless headphones for a while, I found that it works reasonably well. Also, the features are useful but limited.",neutral,1,wireless headphones
579,I bought the smartphone recently. It performs really well; the features are useful.,positive,2,smartphone
580,The smartphone works reasonably well. One thing I noticed is that the packaging was ordinary.,neutral,1,smartphone
581,"For a wireless headphones, it is worth the money. However, the delivery was fast.",positive,2,wireless headphones
582,"After using this smartphone for a while, I found that it works reasonably well. Also, the sound quality is decent.",neutral,1,smartphone
583,"The Bluetooth speaker does what it is supposed to do, and the features are useful but limited.",neutral,1,Bluetooth speaker
584,The Bluetooth speaker is not worth the money. One thing I noticed is that the packaging arrived damaged.,negative,0,Bluetooth speaker
585,"After using this Bluetooth speaker for a while, I found that it was a frustrating purchase. Also, the controls frequently stop responding.",negative,0,Bluetooth speaker
586,"The wireless headphones has been very disappointing, and the battery drains very quickly.",negative,0,wireless headphones
587,"The Bluetooth speaker performs worse than advertised, and the battery drains very quickly.",negative,0,Bluetooth speaker
588,"My experience with the Bluetooth speaker is that it has been reliable so far. In particular, the performance is smooth.",positive,2,Bluetooth speaker
589,"My experience with the wireless headphones is that it is okay overall. In particular, the delivery arrived on time.",neutral,1,wireless headphones
590,The Bluetooth speaker is okay overall. One thing I noticed is that the packaging was ordinary.,neutral,1,Bluetooth speaker
591,The Bluetooth speaker has not impressed me much. One thing I noticed is that the design is fairly basic.,neutral,1,Bluetooth speaker
592,"For a smartphone, it has poor overall quality. However, the performance is slow.",negative,0,smartphone
593,"After using this wireless headphones for a while, I found that it has not impressed me much. Also, the battery life is average.",neutral,1,wireless headphones
594,The smartphone feels poorly made. One thing I noticed is that the delivery was late.,negative,0,smartphone
595,"For a smartphone, it has been reliable so far. However, the battery lasts all day.",positive,2,smartphone
596,"For a smartphone, it has both good and average features. However, the battery life is average.",neutral,1,smartphone
597,"The wireless headphones I would not recommend it, and the battery drains very quickly.",negative,0,wireless headphones
598,I bought the Bluetooth speaker recently. It performs really well; the setup was quick.,positive,2,Bluetooth speaker
